# BCCWJ 短単位語彙表 ver1.0 (NINJAL, doi:10.15084/00003218) — palavras de conteúdo por lema UniDic,
# ordenadas pelo registro coloquial: Yahoo!知恵袋 (OC) + Yahoo!ブログ (OY), pmw somado.
# rank	lemma	lForm	pos	coloquial_pmw	geral_pmw
17021	読解	ドッカイ	名詞-普通名詞-サ変可能	2.935	1.998
17022	ポリープ	ポリープ	名詞-普通名詞-一般	2.935	1.835
17023	再犯	サイハン	名詞-普通名詞-一般	2.935	1.549
17024	密封	ミップウ	名詞-普通名詞-サ変可能	2.935	1.195
17025	搾乳	サクニュウ	名詞-普通名詞-サ変可能	2.935	1.138
17026	鼠取り	ネズミトリ	名詞-普通名詞-一般	2.935	0.832
17027	雑費	ザッピ	名詞-普通名詞-一般	2.935	0.698
17028	連名	レンメイ	名詞-普通名詞-一般	2.934	1.463
17029	ＡＶＩ	エーブイアイ	名詞-普通名詞-一般	2.934	0.688
17030	耐用	タイヨウ	名詞-普通名詞-一般	2.933	3.269
17031	銭形	ゼニガタ	名詞-普通名詞-一般	2.933	0.411
17032	風疹	フウシン	名詞-普通名詞-一般	2.932	2.017
17033	集配	シュウハイ	名詞-普通名詞-サ変可能	2.931	1.138
17034	英数	エイスウ	名詞-普通名詞-一般	2.931	0.535
17035	ＹＢＢ	ワイビービー	名詞-普通名詞-一般	2.931	0.287
17036	茅葺き	カヤブキ	名詞-普通名詞-一般	2.864	1.357
17037	ワイナリー	ワイナリー	名詞-普通名詞-一般	2.864	0.593
17038	アミューズ	アミューズ	名詞-普通名詞-一般	2.864	0.545
17039	木槿	ムクゲ	名詞-普通名詞-一般	2.864	0.507
17040	海兵	カイヘイ	名詞-普通名詞-一般	2.863	3.068
17041	増産	ゾウサン	名詞-普通名詞-サ変可能	2.863	2.772
17042	小高い	コダカイ	形容詞-一般	2.863	2.495
17043	停泊	テイハク	名詞-普通名詞-サ変可能	2.863	2.438
17044	ダリア	ダリア	名詞-普通名詞-一般	2.863	2.074
17045	精鋭	セイエイ	名詞-普通名詞-形状詞可能	2.863	1.883
17046	制球	セイキュウ	名詞-普通名詞-一般	2.863	0.583
17047	トゥルース	トゥルース	名詞-普通名詞-一般	2.863	0.535
17048	チーズバーガー	チーズバーガー	名詞-普通名詞-一般	2.863	0.440
17049	立ち並ぶ	タチナラブ	動詞-一般	2.862	5.085
17050	対峙	タイジ	名詞-普通名詞-サ変可能	2.862	3.996
17051	眼下	ガンカ	名詞-普通名詞-一般	2.862	3.078
17052	轟音	ゴウオン	名詞-普通名詞-一般	2.862	2.552
17053	仕留める	シトメル	動詞-一般	2.862	1.950
17054	マンダラ	マンダラ	名詞-普通名詞-一般	2.862	1.835
17055	白虎	ビャッコ	名詞-普通名詞-一般	2.862	1.501
17056	底力	ソコヂカラ	名詞-普通名詞-一般	2.862	1.319
17057	奮起	フンキ	名詞-普通名詞-サ変可能	2.862	1.023
17058	カーネーション	カーネーション	名詞-普通名詞-一般	2.862	1.004
17059	寒空	サムゾラ	名詞-普通名詞-一般	2.862	0.593
17060	下り立つ	オリタツ	動詞-一般	2.861	3.585
17061	向かい側	ムカイガワ	名詞-普通名詞-一般	2.861	2.294
17062	名手	メイシュ	名詞-普通名詞-一般	2.861	2.189
17063	増収	ゾウシュウ	名詞-普通名詞-サ変可能	2.861	2.132
17064	捌き	サバキ	名詞-普通名詞-一般	2.861	1.682
17065	弦楽	ゲンガク	名詞-普通名詞-一般	2.861	1.185
17066	じんわり	ジンワリ	副詞	2.861	1.013
17067	新線	シンセン	名詞-普通名詞-一般	2.861	0.937
17068	発振	ハッシン	名詞-普通名詞-サ変可能	2.861	0.908
17069	朗報	ロウホウ	名詞-普通名詞-一般	2.861	0.908
17070	夏至	ゲシ	名詞-普通名詞-一般	2.861	0.793
17071	馬番	ウマバン	名詞-普通名詞-一般	2.861	0.640
17072	かまくら	カマクラ	名詞-普通名詞-一般	2.861	0.631
17073	沈丁	ジンチョウ	名詞-普通名詞-一般	2.861	0.554
17074	もっさり	モッサリ	副詞	2.861	0.344
17075	スレーヤー	スレーヤー	名詞-普通名詞-一般	2.861	0.277
17076	開戦	カイセン	名詞-普通名詞-サ変可能	2.860	4.904
17077	和人	ワジン	名詞-普通名詞-一般	2.860	4.789
17078	漂流	ヒョウリュウ	名詞-普通名詞-サ変可能	2.860	3.049
17079	靄	モヤ	名詞-普通名詞-一般	2.860	2.954
17080	団長	ダンチョウ	名詞-普通名詞-一般	2.860	2.925
17081	聞き入る	キキイル	動詞-一般	2.860	2.046
17082	範	ハン	名詞-普通名詞-一般	2.860	1.893
17083	籾	モミ	名詞-普通名詞-一般	2.860	1.854
17084	ピリオド	ピリオド	名詞-普通名詞-一般	2.860	1.682
17085	露光	ロコウ	名詞-普通名詞-サ変可能	2.860	1.654
17086	栗毛	クリゲ	名詞-普通名詞-一般	2.860	1.243
17087	格下げ	カクサゲ	名詞-普通名詞-一般	2.860	0.927
17088	あわや	アワヤ	副詞	2.860	0.832
17089	零れ	コボレ	名詞-普通名詞-一般	2.860	0.832
17090	脚立	キャタツ	名詞-普通名詞-一般	2.860	0.755
17091	ウリ	ウリ	名詞-普通名詞-一般	2.860	0.698
17092	胴上げ	ドウアゲ	名詞-普通名詞-一般	2.860	0.650
17093	リスペクト	リスペクト	名詞-普通名詞-サ変可能	2.860	0.583
17094	入庫	ニュウコ	名詞-普通名詞-サ変可能	2.860	0.574
17095	とろーり	トローリ	副詞	2.860	0.411
17096	屈む	カガム	動詞-一般	2.859	2.017
17097	枠組み	ワクグミ	名詞-普通名詞-一般	2.859	16.346
17098	地平	チヘイ	名詞-普通名詞-一般	2.859	4.990
17099	陶芸	トウゲイ	名詞-普通名詞-一般	2.859	4.617
17100	山荘	サンソウ	名詞-普通名詞-一般	2.859	3.814
17101	雑木	ゾウキ	名詞-普通名詞-一般	2.859	3.260
17102	亡霊	ボウレイ	名詞-普通名詞-一般	2.859	2.514
17103	商い	アキナイ	名詞-普通名詞-一般	2.859	2.399
17104	古書	コショ	名詞-普通名詞-一般	2.859	2.390
17105	極み	キワミ	名詞-普通名詞-一般	2.859	1.921
17106	無尽	ムジン	名詞-普通名詞-一般	2.859	1.835
17107	サタン	サタン	名詞-普通名詞-一般	2.859	1.797
17108	交	コウ	名詞-普通名詞-一般	2.859	1.463
17109	フィン	フィン	名詞-普通名詞-一般	2.859	1.338
17110	起こし	オコシ	名詞-普通名詞-一般	2.859	1.224
17111	新入り	シンイリ	名詞-普通名詞-一般	2.859	1.128
17112	トリュフ	トリュフ	名詞-普通名詞-一般	2.859	1.071
17113	ブラボー	ブラボー	名詞-普通名詞-一般	2.859	0.822
17114	すやすや	スヤスヤ	副詞	2.859	0.774
17115	ＦＳ	エフエス	名詞-普通名詞-一般	2.859	0.679
17116	拡充	カクジュウ	名詞-普通名詞-サ変可能	2.858	12.580
17117	採択	サイタク	名詞-普通名詞-サ変可能	2.858	11.232
17118	造作	ゾウサ	名詞-普通名詞-一般	2.858	5.258
17119	管制	カンセイ	名詞-普通名詞-サ変可能	2.858	4.971
17120	凍り付く	コオリツク	動詞-一般	2.858	4.435
17121	スローガン	スローガン	名詞-普通名詞-一般	2.858	4.359
17122	朧	オボロ	形状詞-一般	2.858	3.632
17123	駆け上がる	カケアガル	動詞-一般	2.858	2.973
17124	背丈	セタケ	名詞-普通名詞-一般	2.858	2.810
17125	両日	リョウジツ	名詞-普通名詞-一般	2.858	2.141
17126	跳ね返す	ハネカエス	動詞-一般	2.858	1.874
17127	泳ぎ	オヨギ	名詞-普通名詞-一般	2.858	1.300
17128	しょんぼり	ションボリ	副詞	2.858	1.118
17129	ぴんぴん	ピンピン	副詞	2.858	0.946
17130	激闘	ゲキトウ	名詞-普通名詞-サ変可能	2.858	0.698
17131	リーン	リーン	名詞-普通名詞-一般	2.858	0.660
17132	サイボーグ	サイボーグ	名詞-普通名詞-一般	2.858	0.516
17133	ティラミス	ティラミス	名詞-普通名詞-一般	2.858	0.411
17134	しゃかしゃか	シャカシャカ	副詞	2.858	0.335
17135	振り絞る	フリシボル	動詞-一般	2.857	2.457
17136	砂丘	サキュウ	名詞-普通名詞-一般	2.857	2.352
17137	さらり	サラリ	副詞	2.857	2.256
17138	模する	モスル	動詞-一般	2.857	2.055
17139	体当たり	タイアタリ	名詞-普通名詞-サ変可能	2.857	1.960
17140	パッチワーク	パッチワーク	名詞-普通名詞-一般	2.857	1.520
17141	来賓	ライヒン	名詞-普通名詞-一般	2.857	1.166
17142	ほろ苦い	ホロニガイ	形容詞-一般	2.857	1.032
17143	実生	ミショウ	名詞-普通名詞-一般	2.857	0.669
17144	ウイッチ	ウイッチ	名詞-普通名詞-一般	2.857	0.411
17145	やっ	ヤッ	名詞-普通名詞-一般	2.857	0.382
17146	赤点	セキテン	名詞-普通名詞-一般	2.856	0.459
17147	両腕	リョウウデ	名詞-普通名詞-一般	2.856	5.994
17148	きらめく	キラメク	動詞-一般	2.856	4.139
17149	郎	ロウ	名詞-普通名詞-一般	2.856	3.680
17150	生長	セイチョウ	名詞-普通名詞-サ変可能	2.856	3.279
17151	跳ね	ハネ	名詞-普通名詞-一般	2.856	2.600
17152	湯葉	ユバ	名詞-普通名詞-一般	2.856	1.702
17153	不覚	フカク	名詞-普通名詞-形状詞可能	2.856	1.606
17154	落雷	ラクライ	名詞-普通名詞-サ変可能	2.856	1.491
17155	びっしょり	ビッショリ	副詞	2.856	1.386
17156	叩き出す	タタキダス	動詞-一般	2.856	1.310
17157	飲み食い	ノミクイ	名詞-普通名詞-サ変可能	2.856	1.128
17158	メダリスト	メダリスト	名詞-普通名詞-一般	2.856	1.032
17159	イージー	イージー	名詞-普通名詞-形状詞可能	2.856	0.994
17160	鰆	サワラ	名詞-普通名詞-一般	2.856	0.793
17161	県連	ケンレン	名詞-普通名詞-一般	2.856	0.774
17162	クルージング	クルージング	名詞-普通名詞-一般	2.856	0.726
17163	スクラッチ	スクラッチ	名詞-普通名詞-一般	2.856	0.669
17164	皇后	コウゴウ	名詞-普通名詞-一般	2.854	10.047
17165	射る	イル	動詞-一般	2.854	3.852
17166	突出	トッシュツ	名詞-普通名詞-サ変可能	2.854	3.432
17167	勤勉	キンベン	名詞-普通名詞-形状詞可能	2.854	2.896
17168	改称	カイショウ	名詞-普通名詞-サ変可能	2.854	2.543
17169	コックピット	コックピット	名詞-普通名詞-一般	2.854	1.768
17170	平手	ヒラテ	名詞-普通名詞-一般	2.854	1.702
17171	中段	チュウダン	名詞-普通名詞-一般	2.854	1.281
17172	小皿	コザラ	名詞-普通名詞-一般	2.854	1.271
17173	すっぽん	スッポン	名詞-普通名詞-一般	2.854	1.195
17174	通りすがり	トオリスガリ	名詞-普通名詞-一般	2.854	1.166
17175	ごう	ゴウ	副詞	2.854	1.090
17176	エルフ	エルフ	名詞-普通名詞-一般	2.854	1.061
17177	物欲	ブツヨク	名詞-普通名詞-一般	2.854	0.822
17178	プロテクター	プロテクター	名詞-普通名詞-一般	2.854	0.726
17179	ぬる	ヌル	副詞	2.854	0.660
17180	鉛	ナマリ	名詞-普通名詞-一般	2.853	5.563
17181	関	セキ	名詞-普通名詞-一般	2.853	3.231
17182	掘り下げる	ホリサゲル	動詞-一般	2.853	2.399
17183	遊び場	アソビバ	名詞-普通名詞-一般	2.853	2.352
17184	打ち殺す	ウチコロス	動詞-一般	2.853	2.017
17185	施主	セシュ	名詞-普通名詞-一般	2.853	1.539
17186	ぼそぼそ	ボソボソ	副詞	2.853	1.482
17187	塵出し	ゴミダシ	名詞-普通名詞-サ変可能	2.853	0.679
17188	ＭＢＳ	エムビーエス	名詞-普通名詞-一般	2.853	0.602
17189	作り置き	ツクリオキ	名詞-普通名詞-サ変可能	2.853	0.488
17190	カーペンター	カーペンター	名詞-普通名詞-一般	2.853	0.382
17191	空母	クウボ	名詞-普通名詞-一般	2.852	5.439
17192	浮遊	フユウ	名詞-普通名詞-サ変可能	2.852	3.718
17193	計り知れる	ハカリシレル	動詞-一般	2.852	3.556
17194	重荷	オモニ	名詞-普通名詞-一般	2.852	3.078
17195	団欒	ダンラン	名詞-普通名詞-サ変可能	2.852	2.285
17196	米英	ベイエイ	名詞-普通名詞-一般	2.852	2.103
17197	農道	ノウドウ	名詞-普通名詞-一般	2.852	2.046
17198	乱闘	ラントウ	名詞-普通名詞-サ変可能	2.852	1.568
17199	トリップ	トリップ	名詞-普通名詞-一般	2.852	1.434
17200	ＰＰ	ピーピー	名詞-普通名詞-一般	2.852	1.310
17201	麹	コウジ	名詞-普通名詞-一般	2.852	1.271
17202	ずば抜ける	ズバヌケル	動詞-一般	2.852	1.243
17203	合羽	カッパ	名詞-普通名詞-一般	2.852	0.870
17204	蒲焼き	カバヤキ	名詞-普通名詞-一般	2.852	0.841
17205	デュオ	デュオ	名詞-普通名詞-一般	2.852	0.813
17206	グロ	グロ	名詞-普通名詞-一般	2.852	0.774
17207	ばしばし	バシバシ	副詞	2.852	0.478
17208	原ちゃり	ゲンチャリ	名詞-普通名詞-一般	2.852	0.335
17209	強張る	コワバル	動詞-一般	2.851	6.558
17210	消息	ショウソク	名詞-普通名詞-一般	2.851	4.053
17211	裏付け	ウラヅケ	名詞-普通名詞-サ変可能	2.851	3.747
17212	スーパーマーケット	スーパーマーケット	名詞-普通名詞-一般	2.851	2.982
17213	生身	ナマミ	名詞-普通名詞-一般	2.851	2.763
17214	白地	シロジ	名詞-普通名詞-一般	2.851	2.447
17215	細目	ホソメ	名詞-普通名詞-一般	2.851	2.428
17216	要項	ヨウコウ	名詞-普通名詞-一般	2.851	2.390
17217	一躍	イチヤク	副詞	2.851	2.256
17218	泥沼	ドロヌマ	名詞-普通名詞-一般	2.851	2.113
17219	ムーブメント	ムーブメント	名詞-普通名詞-一般	2.851	1.663
17220	鍔	ツバ	名詞-普通名詞-一般	2.851	1.501
17221	黙祷	モクトウ	名詞-普通名詞-サ変可能	2.851	0.994
17222	ぼっ	ボッ	副詞	2.851	0.774
17223	すかすか	スカスカ	形状詞-一般	2.851	0.612
17224	タルタル	タルタル	名詞-普通名詞-一般	2.851	0.535
17225	寝相	ネゾウ	名詞-普通名詞-一般	2.851	0.354
17226	教職員	キョウショクイン	名詞-普通名詞-一般	2.850	6.825
17227	血清	ケッセイ	名詞-普通名詞-一般	2.850	4.158
17228	大砲	タイホウ	名詞-普通名詞-一般	2.850	3.919
17229	冷え	ヒエ	名詞-普通名詞-一般	2.850	2.371
17230	キャビン	キャビン	名詞-普通名詞-一般	2.850	2.294
17231	ブティック	ブティック	名詞-普通名詞-一般	2.850	2.237
17232	ウォーカー	ウォーカー	名詞-普通名詞-一般	2.850	1.577
17233	姉弟	シテイ	名詞-普通名詞-一般	2.850	1.501
17234	出直す	デナオス	動詞-一般	2.850	1.463
17235	リムジン	リムジン	名詞-普通名詞-一般	2.850	1.424
17236	横取り	ヨコドリ	名詞-普通名詞-サ変可能	2.850	1.415
17237	ローリング	ローリング	名詞-普通名詞-サ変可能	2.850	1.061
17238	たらたら	タラタラ	副詞	2.850	0.803
17239	独り旅	ヒトリタビ	名詞-普通名詞-一般	2.850	0.726
17240	バラスト	バラスト	名詞-普通名詞-一般	2.850	0.612
17241	濃い味	コイアジ	名詞-普通名詞-一般	2.850	0.411
17242	ボーク	ボーク	名詞-普通名詞-サ変可能	2.850	0.344
17243	省庁	ショウチョウ	名詞-普通名詞-一般	2.849	16.059
17244	突起	トッキ	名詞-普通名詞-サ変可能	2.849	4.282
17245	静める	シズメル	動詞-一般	2.849	3.881
17246	坊や	ボウヤ	名詞-普通名詞-一般	2.849	2.916
17247	威圧	イアツ	名詞-普通名詞-サ変可能	2.849	2.399
17248	ピープル	ピープル	名詞-普通名詞-一般	2.849	1.960
17249	ごまかし	ゴマカシ	名詞-普通名詞-一般	2.849	1.816
17250	曲がり	マガリ	名詞-普通名詞-一般	2.849	1.768
17251	着飾る	キカザル	動詞-一般	2.849	1.644
17252	スポーツマン	スポーツマン	名詞-普通名詞-一般	2.849	1.338
17253	クオーター	クオーター	名詞-普通名詞-一般	2.849	1.185
17254	下向き	シタムキ	名詞-普通名詞-一般	2.849	1.185
17255	更	サラ	形状詞-一般	2.849	1.138
17256	鬱憤	ウップン	名詞-普通名詞-一般	2.849	1.090
17257	駄洒落	ダジャレ	名詞-普通名詞-一般	2.849	1.013
17258	吹き替える	フキカエル	動詞-一般	2.849	0.679
17259	主審	シュシン	名詞-普通名詞-一般	2.849	0.650
17260	リペアー	リペアー	名詞-普通名詞-一般	2.849	0.516
17261	バンジー	バンジー	名詞-普通名詞-一般	2.849	0.468
17262	貸し付け	カシツケ	名詞-普通名詞-サ変可能	2.848	21.632
17263	背ける	ソムケル	動詞-一般	2.848	4.780
17264	現職	ゲンショク	名詞-普通名詞-一般	2.848	4.216
17265	血中	ケッチュウ	名詞-普通名詞-一般	2.848	3.871
17266	劣等	レットウ	形状詞-一般	2.848	2.877
17267	半田	ハンダ	名詞-普通名詞-一般	2.848	2.352
17268	打ちまける	ブチマケル	動詞-一般	2.848	2.323
17269	言い伝え	イイツタエ	名詞-普通名詞-一般	2.848	1.950
17270	羅列	ラレツ	名詞-普通名詞-サ変可能	2.848	1.682
17271	透視	トウシ	名詞-普通名詞-サ変可能	2.848	1.615
17272	保身	ホシン	名詞-普通名詞-一般	2.848	1.510
17273	ジョッキ	ジョッキ	名詞-普通名詞-一般	2.848	1.329
17274	厚かましい	アツカマシイ	形容詞-一般	2.848	1.319
17275	炊き上がる	タキアガル	動詞-一般	2.848	1.290
17276	政教	セイキョウ	名詞-普通名詞-一般	2.848	1.252
17277	バリカン	バリカン	名詞-普通名詞-一般	2.848	1.013
17278	ＲＴ	アールティー	名詞-普通名詞-一般	2.848	0.832
17279	罫	ケイ	名詞-普通名詞-一般	2.848	0.660
17280	興醒め	キョウザメ	名詞-普通名詞-形状詞可能	2.848	0.631
17281	テンパる	テンパル	動詞-一般	2.848	0.335
17282	税収	ゼイシュウ	名詞-普通名詞-一般	2.847	4.674
17283	切り抜き	キリヌキ	名詞-普通名詞-一般	2.847	1.807
17284	リキュール	リキュール	名詞-普通名詞-一般	2.847	1.759
17285	根菜	コンサイ	名詞-普通名詞-一般	2.847	1.319
17286	蒸らす	ムラス	動詞-一般	2.847	1.252
17287	付け足す	ツケタス	動詞-一般	2.847	1.185
17288	グロス	グロス	名詞-普通名詞-助数詞可能	2.847	1.004
17289	心苦しい	ココログルシイ	形容詞-一般	2.847	0.927
17290	不知	フチ	名詞-普通名詞-一般	2.847	0.832
17291	センチュリー	センチュリー	名詞-普通名詞-一般	2.847	0.813
17292	愛液	アイエキ	名詞-普通名詞-一般	2.847	0.717
17293	オラクル	オラクル	名詞-普通名詞-一般	2.847	0.717
17294	どろ	ドロ	副詞	2.847	0.497
17295	パレット	パレット	名詞-普通名詞-一般	2.846	5.850
